URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/link-type,4.0.1,active,"2.16.840.1.113883.4.642.4.424",LinkType,LinkType,"The type of link between this patient resource and another patient resource.","ValueSet/link-type"
http://hl7.org/fhir/name-use,4.0.1,active,"2.16.840.1.113883.4.642.4.66",NameUse,NameUse,"The use of a human name.","ValueSet/name-use"
http://hl7.org/fhir/network-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.457",AuditEventAgentNetworkType,AuditEventAgentNetworkType,"The type of network access point of this agent in the audit event.","ValueSet/network-type"
http://hl7.org/fhir/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.4.401",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","ValueSet/observation-status,ConceptMap/observation-status-map"
http://hl7.org/fhir/provenance-entity-role,4.0.1,draft,"2.16.840.1.113883.4.642.4.437",ProvenanceEntityRole,ProvenanceEntityRole,"How an entity was used in an activity.","ValueSet/provenance-entity-role"
http://hl7.org/fhir/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.4.60",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","ValueSet/quantity-comparator"
http://hl7.org/fhir/reaction-event-severity,4.0.1,draft,"2.16.840.1.113883.4.642.4.136",AllergyIntoleranceSeverity,AllergyIntoleranceSeverity,"Clinical assessment of the severity of a reaction event as a whole, potentially considering multiple different manifestations.","ValueSet/reaction-event-severity"
http://hl7.org/fhir/request-intent,4.0.1,draft,"2.16.840.1.113883.4.642.4.114",RequestIntent,RequestIntent,"Codes indicating the degree of authority/intentionality associated with a request.","ValueSet/request-intent,ValueSet/task-intent,ValueSet/care-plan-intent"
http://hl7.org/fhir/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.4.116",RequestPriority,RequestPriority,"Identifies the level of importance to be assigned to actioning the request.","ValueSet/request-priority"
http://hl7.org/fhir/request-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.112",RequestStatus,RequestStatus,"Codes identifying the lifecycle stage of a request.","ValueSet/request-status"
http://hl7.org/fhir/resource-types,4.0.1,active,,ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","ValueSet/audit-entity-type,ValueSet/resource-types,ValueSet/care-plan-activity-kind"
http://hl7.org/fhir/restful-interaction,4.0.1,active,,FHIR Restful Interactions,,"The set of interactions defined by the RESTful part of the FHIR specification.","ValueSet/audit-event-sub-type"
http://hl7.org/fhir/task-intent,4.0.1,draft,"2.16.840.1.113883.4.642.4.1241",TaskIntent,TaskIntent,"Distinguishes whether the task is a proposal, plan or full order.","ValueSet/task-intent"
http://hl7.org/fhir/task-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.791",TaskStatus,TaskStatus,"The current status of the task.","ValueSet/task-status"
http://hl7.org/fhir/udi-entry-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.212",UDIEntryType,UDIEntryType,"Codes to identify how UDI data was entered.","ValueSet/udi-entry-type"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/c80-doc-typecodes,ValueSet/problem-type-loinc,ValueSet/report-codes,ValueSet/observation-codes,ValueSet/document-classcodes,ValueSet/results-laboratory-observations-uv-ips,ValueSet/results-radiology-observations-uv-ips"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/servicerequest-category,ValueSet/results-presence-absence-snomed-ct-ips-free-set,ValueSet/device-type,ValueSet/bodysite-laterality,ValueSet/condition-stage,ValueSet/clinical-findings,ValueSet/encounter-reason,ValueSet/additional-instruction-codes,ValueSet/participant-role,ValueSet/approach-site-codes,ValueSet/results-blood-group-snomed-ct-ips-free-set,ValueSet/medication-codes,ValueSet/body-site,ValueSet/vaccines-uv-ips,ValueSet/manifestation-or-symptom,ValueSet/procedure-code,ValueSet/medication-as-needed-reason,ValueSet/reason-medication-status-codes,ValueSet/performer-role,ValueSet/c80-facilitycodes,ValueSet/immunization-reason,ValueSet/c80-practice-codes,ValueSet/referencerange-appliesto,ValueSet/route-codes,ValueSet/substance-code,ValueSet/se-observation-status-vs,ValueSet/problems-uv-ips,ValueSet/procedure-reason,ValueSet/care-plan-activity-outcome,ValueSet/growth-observation-type-vs,ValueSet/allergies-intolerances-uv-ips,ValueSet/allergy-reaction-uv-ips,ValueSet/condition-code,ValueSet/results-microorganism-snomed-ct-ips-free-set,ValueSet/condition-stage-type,ValueSet/immunization-status-reason,ValueSet/observation-methods,ConceptMap/observation-status-map,ValueSet/flag-code,ValueSet/servicerequest-orderdetail,ValueSet/administration-method-codes,ValueSet/target-diseases-uv-ips,ValueSet/medication-uv-ips,ValueSet/condition-severity"
http://terminology.hl7.org/CodeSystem/admit-source,1.0.1,active,"2.16.840.1.113883.4.642.1.1092",AdmitSource,Admit source,"This value set defines a set of codes that can be used to indicate from where the patient came in.","ValueSet/encounter-admit-source"
http://terminology.hl7.org/CodeSystem/allergyintolerance-clinical,1.0.1,active,"2.16.840.1.113883.4.642.1.1373",AllergyIntoleranceClinicalStatusCodes,AllergyIntolerance Clinical Status Codes,"Preferred value set for AllergyIntolerance Clinical Status.","ValueSet/allergyintolerance-clinical"
http://terminology.hl7.org/CodeSystem/allergyintolerance-verification,1.0.1,active,"2.16.840.1.113883.4.642.1.1371",AllergyIntoleranceVerificationStatus,AllergyIntolerance Verification Status,"The verification status to support or decline the clinical status of the allergy or intolerance.","ValueSet/allergyintolerance-verification"
http://terminology.hl7.org/CodeSystem/audit-entity-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1134",AuditEventEntityType,Audit event entity type,"Code for the entity type involved in the audit event.","ValueSet/audit-entity-type"
http://terminology.hl7.org/CodeSystem/audit-event-type,1.0.0,active,"2.16.840.1.113883.4.642.1.1136",AuditEventID,Audit Event ID,"Event Types for Audit Events - defined by DICOM with some FHIR specific additions.","ValueSet/audit-event-type"
http://terminology.hl7.org/CodeSystem/common-tags,1.0.1,active,"2.16.840.1.113883.4.642.1.1067",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","ValueSet/common-tags"
http://terminology.hl7.org/CodeSystem/condition-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1073",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","ValueSet/problem-type-uv-ips"
http://terminology.hl7.org/CodeSystem/condition-clinical,3.0.0,active,"2.16.840.1.113883.4.642.1.1074",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","ValueSet/condition-clinical"
http://terminology.hl7.org/CodeSystem/condition-ver-status,2.0.1,active,"2.16.840.1.113883.4.642.1.1075",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","ValueSet/condition-ver-status"
http://terminology.hl7.org/CodeSystem/contactentity-type,2.0.0,active,"2.16.840.1.113883.4.642.1.1129",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","ValueSet/contactentity-type"
http://terminology.hl7.org/CodeSystem/contractsignertypecodes,1.0.1,active,"2.16.840.1.113883.4.642.1.1201",ContractSignerTypeCodes,Contract Signer Type Codes,"This value set includes sample Contract Signer Type codes.","ValueSet/participation-role-type,ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/data-absent-reason,1.0.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/data-absent-reason"
http://terminology.hl7.org/CodeSystem/device-status-reason,2.0.0,active,"2.16.840.1.113883.4.642.1.1082",FHIRDeviceStatusReason,FHIRDeviceStatusReason,"The availability status reason of the device.","ValueSet/device-status-reason"
http://terminology.hl7.org/CodeSystem/diagnosis-role,1.1.1,active,"2.16.840.1.113883.4.642.1.1054",DiagnosisRole,Diagnosis Role,"This value set defines a set of codes that can be used to express the role of a diagnosis on the Encounter or EpisodeOfCare record.","ValueSet/diagnosis-role"
http://terminology.hl7.org/CodeSystem/dicom-audit-lifecycle,2.0.0,active,,DicomAuditMessageRecordLifecycleEvents,DICOM Audit Message Record Lifecycle Events,"Attached is vocabulary for the record lifecycle events, as per DICOM Audit Message, ","ValueSet/object-lifecycle-events"
http://terminology.hl7.org/CodeSystem/diet,1.0.1,active,"2.16.840.1.113883.4.642.1.1091",Diet,Diet,"This value set defines a set of codes that can be used to indicate dietary preferences or restrictions a patient may have.","ValueSet/encounter-diet"
http://terminology.hl7.org/CodeSystem/discharge-disposition,1.0.1,active,"2.16.840.1.113883.4.642.1.1093",DischargeDisposition,Discharge disposition,"This value set defines a set of codes that can be used to where the patient left the hospital.","ValueSet/encounter-discharge-disposition"
http://terminology.hl7.org/CodeSystem/dose-rate-type,2.0.0,active,"2.16.840.1.113883.4.642.1.1069",DoseAndRateType,DoseAndRateType,"The kind of dose or rate specified.","ValueSet/dose-rate-type"
http://terminology.hl7.org/CodeSystem/encounter-special-arrangements,1.0.1,active,"2.16.840.1.113883.4.642.1.1090",SpecialArrangements,Special arrangements,"This value set defines a set of codes that can be used to indicate the kinds of special arrangements in place for a patients visit.","ValueSet/encounter-special-arrangements"
http://terminology.hl7.org/CodeSystem/encounter-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1088",EncounterType,Encounter type,"This example value set defines a set of codes that can be used to indicate the type of encounter: a specific code indicating type of service provided.","ValueSet/encounter-type"
http://terminology.hl7.org/CodeSystem/extra-security-role-type,1.0.1,active,,SecurityRoleType,Security Role Type,"This CodeSystem contains Additional FHIR-defined Security Role types not defined elsewhere","ValueSet/participation-role-type,ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/flag-category,1.0.1,active,"2.16.840.1.113883.4.642.1.1071",FlagCategory,Flag Category,"Example list of general categories for flagged issues. (Not complete or necessarily appropriate.)","ValueSet/flag-category"
http://terminology.hl7.org/CodeSystem/immunization-funding-source,1.0.1,active,"2.16.840.1.113883.4.642.1.1100",ImmunizationFundingSource,Immunization Funding Source,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the source of the vaccine administered. This value set is provided as a suggestive example.","ValueSet/immunization-funding-source"
http://terminology.hl7.org/CodeSystem/immunization-origin,1.0.1,active,"2.16.840.1.113883.4.642.1.1101",ImmunizationOriginCodes,Immunization Origin Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the source of the data when the report of the immunization event is not based on information from the person, entity or organization who administered the vaccine. This value set is provided as a suggestive example.","ValueSet/immunization-origin"
http://terminology.hl7.org/CodeSystem/immunization-program-eligibility,1.0.1,active,"2.16.840.1.113883.4.642.1.1099",ImmunizationProgramEligibility,Immunization Program Eligibility,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the patient's eligibility for a vaccination program. This value set is provided as a suggestive example.","ValueSet/immunization-program-eligibility"
http://terminology.hl7.org/CodeSystem/immunization-subpotent-reason,1.0.1,active,"2.16.840.1.113883.4.642.1.1098",ImmunizationSubpotentReason,Immunization Subpotent Reason,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose is considered to be subpotent. This value set is provided as a suggestive example.","ValueSet/immunization-subpotent-reason"
http://terminology.hl7.org/CodeSystem/iso-21089-lifecycle,1.0.0,active,,Iso_21089_2017_Health_Record_Lifecycle_Events,ISO 21089 2017 Health Record Lifecycle Events,"Attached is vocabulary for the 27 record lifecycle events, as per ISO TS 21089-2017, Health Informatics - Trusted End-to-End Information Flows, Section 3, Terms and Definitions (2017, at ISO Central Secretariat, passed ballot and ready for publication).  This will also be included in the FHIR EHR Record Lifecycle Event Implementation Guide, balloted and (to be) published with FHIR STU-3.","ValueSet/audit-event-type,ValueSet/object-lifecycle-events"
http://terminology.hl7.org/CodeSystem/location-physical-type,2.0.1,active,"2.16.840.1.113883.4.642.1.1108",LocationType,Location type,"This example value set defines a set of codes that can be used to indicate the physical form of the Location.  This includes several 'non physical' codes which are still considered a location.","ValueSet/location-physical-type"
http://terminology.hl7.org/CodeSystem/medication-statement-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.1120",Medication usage category codes,Medication usage category codes,"Medication Status Codes","ValueSet/medication-statement-category"
http://terminology.hl7.org/CodeSystem/object-role,1.1.0,active,"2.16.840.1.113883.4.642.1.1135",AuditEventEntityRole,AuditEventEntityRole,"Code representing the role the entity played in the audit event.","ValueSet/object-role"
http://terminology.hl7.org/CodeSystem/observation-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1125",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","ValueSet/observation-category"
http://terminology.hl7.org/CodeSystem/organization-type,2.0.1,active,"2.16.840.1.113883.4.642.1.1128",OrganizationType,Organization type,"This example value set defines a set of codes that can be used to indicate a type of organization.","ValueSet/organization-type"
http://terminology.hl7.org/CodeSystem/participant-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1089",ParticipantType,Participant type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","ValueSet/encounter-participant-type"
http://terminology.hl7.org/CodeSystem/provenance-participant-type,2.0.0,active,"2.16.840.1.113883.4.642.1.1131",ProvenanceParticipantType,Provenance participant type,"These codes define the type of participation by an agent in a provenance activity. An agent is something that bears the responsibility identified by the type of participation in the activity taking place, for the existence of an entity, or for another agent's activity. An Agent may be An agent, device, system, organization, group, care-team, or other identifiable thing.","ValueSet/provenance-agent-type"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,1.0.1,active,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://terminology.hl7.org/CodeSystem/security-source-type,1.0.0,active,"2.16.840.1.113883.4.642.1.1137",AuditEventSourceType,Audit Event Source Type,"The type of process where the audit event originated from.","ValueSet/audit-source-type"
http://terminology.hl7.org/CodeSystem/service-type,1.1.1,active,"2.16.840.1.113883.4.642.1.1145",ServiceType,Service type,"This value set defines an example set of codes of service-types.","ValueSet/service-type"
http://terminology.hl7.org/CodeSystem/v2-0074,3.0.0,active,"2.16.840.1.113883.18.29",DiagnosticServiceSectionId,diagnosticServiceSectionId,"HL7-defined code system of concepts which specify a section of a diagnostic service where the observation may be performed.  Used in HL7 Version 2.x messaging in the OBR and OM4 segments.","ValueSet/diagnostic-service-sections"
http://terminology.hl7.org/CodeSystem/v2-0092,3.0.0,active,"2.16.840.1.113883.18.36",ReAdmissionIndicator,re-admissionIndicator,"Code system of concepts which are used to specify that a patient is being re admitted to a healthcare facilityin from which they were discharged, and indicates the circumstances around such re-admission.  Used in HL7 Version 2.x messagine in the PV1 segment.","ValueSet/v2-0092"
http://terminology.hl7.org/CodeSystem/v2-0131,3.0.0,active,"2.16.840.1.113883.18.58",ContactRole2,contactRole2,"Code system of concepts which specify a relationship role that the next of kin/associated parties plays with regard to the patient. Also used in referrals, for example, it may be necessary to identify the contact representative at the clinic that sent a referral. Used in HL7 Version 2 messaging in the NK1 and CTD segments after 2.5, when it replace 2.16.840.1.113883.18.57.","ValueSet/patient-contactrelationship"
http://terminology.hl7.org/CodeSystem/v2-0203,5.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v2-0443,3.0.0,active,"2.16.840.1.113883.18.283",ProviderRole,providerRole,"Code system of concepts specifying the functional involvement with the activity being transmitted (e.g., Case Manager, Evaluator, Transcriber, Nurse Care Practitioner, Midwife, Physician Assistant, etc.).  Used in HL7 Version 2.x messaging in the ROL segment.","ValueSet/immunization-function"
http://terminology.hl7.org/CodeSystem/v3-ActCode,10.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActCode,ValueSet/provenance-activity-type,ValueSet/v3-ActEncounterCode"
http://terminology.hl7.org/CodeSystem/v3-ActPriority,4.0.0,active,"2.16.840.1.113883.5.7",ActPriority,ActPriority,"A set of codes (e.g., for routine, emergency), specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen.","ValueSet/v3-ActPriority"
http://terminology.hl7.org/CodeSystem/v3-ActReason,4.0.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/immunization-status-reason,ValueSet/v3-PurposeOfUse"
http://terminology.hl7.org/CodeSystem/v3-DataOperation,6.0.0,active,"2.16.840.1.113883.5.1123",DataOperation,DataOperation,"**** MISSING DESCRIPTION ****","ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-DocumentCompletion,4.0.0,active,"2.16.840.1.113883.5.33",DocumentCompletion,DocumentCompletion,"Identifies the current completion state of a clinical document.","ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-EncounterSpecialCourtesy,4.0.0,active,"2.16.840.1.113883.5.40",EncounterSpecialCourtesy,EncounterSpecialCourtesy,"**** MISSING DESCRIPTION ****","ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-MaritalStatus,4.0.0,active,"2.16.840.1.113883.5.2",MaritalStatus,MaritalStatus,"\* \* \* No description supplied \* \* \*    *Open Issue:* The specific meanings of these codes can vary somewhat by jurisdiction and implementation so caution should be used when determining equivalency.    *Open Issue:* fixing and completion of the hierarchy and proper good definitions of all the concepts is badly needed.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,4.0.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/marital-status,ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,4.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
http://terminology.hl7.org/CodeSystem/v3-ParticipationFunction,4.0.0,active,"2.16.840.1.113883.5.88",ParticipationFunction,ParticipationFunction,"This code is used to specify the exact function an actor had in a service in all necessary detail. This domain may include local extensions (CWE).","ValueSet/participation-role-type,ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/v3-ParticipationType,6.0.0,active,"2.16.840.1.113883.5.90",ParticipationType,ParticipationType,"A code specifying the meaning and purpose of every Participation instance. Each of its values implies specific constraints on the Roles undertaking the participation.","ValueSet/participation-role-type,ValueSet/series-performer-function,ValueSet/security-role-type,ValueSet/encounter-participant-type,ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-RoleClass,5.0.0,active,"2.16.840.1.113883.5.110",RoleClass,RoleClass,"Codes for the Role class hierarchy. The values in this hierarchy, represent a Role which is an association or relationship between two entities - the entity that plays the role and the entity that scopes the role. Roles names are derived from the name of the playing entity in that role.    The role hierarchy stems from three core concepts, or abstract domains:     *  **RoleClassOntological** is an abstract domain that collects roles in which the playing entity is defined or specified by the scoping entity.   *  **RoleClassPartitive** collects roles in which the playing entity is in some sense a ""part"" of the scoping entity.   *  **RoleClassAssociative** collects all of the remaining forms of association between the playing entity and the scoping entity. This set of roles is further partitioned between:             *  **RoleClassPassive** which are roles in which the playing entity is used, known, treated, handled, built, or destroyed, etc. under the auspices of the scoping entity. The playing entity is passive in these roles in that the role exists without an agreement from the playing entity.       *  **RoleClassMutualRelationship** which are relationships based on mutual behavior of the two entities. The basis of these relationship may be formal agreements or they may be *de facto* behavior. Thus, this sub-domain is further divided into:                     *  **RoleClassRelationshipFormal** in which the relationship is formally defined, frequently by a contract or agreement.           *  **Personal relationship** which inks two people in a personal relationship.    The hierarchy discussed above is represented In the current vocabulary tables as a set of abstract domains, with the exception of the ""Personal relationship"" which is a leaf concept.    *OpenIssue:* Description copied from Concept Domain of same name. Must be verified.","ValueSet/participation-role-type,ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/v3-RoleCode,4.0.0,active,"2.16.840.1.113883.5.111",RoleCode,RoleCode,"A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/participation-role-type,ValueSet/security-role-type,ValueSet/v3-ServiceDeliveryLocationRoleType"
http://www.whocc.no/atc,2.0.1,active,"2.16.840.1.113883.6.73",WC,WHO ATC,"WHO ATC","ValueSet/vaccines-whoatc-uv-ips,ValueSet/whoatc-uv-ips"
